QKEY,INTERVIEW_START_W152,INTERVIEW_END_W152,DEVICE_TYPE_W152,SVYMODE_W152,LANG_W152,FORM_W152,AI_HEARD_W152,CNCEXC_W152,USEAI_W152,AICONTROL1_W152,AICONTROL2_W152,AICHANGE_W152,AIFUTRIMPCT_a_W152,AIFUTRIMPCT_b_W152,AIFUTRIMPCT_c_W152,AIFUTRIMPCT_d_W152,AIFUTRIMPCT_e_W152,AIFUTRIMPCT_f_W152,AIFUTRIMPCT_g_W152,AIFUTRIMPCT_h_W152,AIFUTRIMPCT_i_W152,AIFUTRIMPCT_j_W152,AIJOBS_W152,AIJOBIMPCT_a_W152,AIJOBIMPCT_b_W152,AIJOBIMPCT_c_W152,AIJOBIMPCT_d_W152,AIJOBIMPCT_e_W152,AIJOBIMPCT_f_W152,AIJOBIMPCT_g_W152,AIJOBIMPCT_h_W152,AIJOBIMPCT_i_W152,AIJOBIMPCT_j_W152,HUMANVAI_a_W152,HUMANVAI_b_W152,HUMANVAI_c_W152,HUMANVAI_d_W152,HUMANVAI_e_W152,HUMANVAI_f_W152,HUMANVAI_g_W152,HUMANVAI_h_W152,PERSBENHRM_W152,TRSTAIPRS_W152,AICONCERN_a_W152,AICONCERN_b_W152,AICONCERN_c_W152,AICONCERN_d_W152,AICONCERN_e_W152,AICONCERN_f_W152,AICONCERN_g_W152,FUTRAI_a_W152,FUTRAI_b_W152,FUTRAI_c_W152,FUTRAI_d_W152,DISCRIM1_a_W152,DISCRIM1_b_W152,DISCRIM1_c_W152,DISCRIM1_d_W152,DISCRIM1_e_W152,DISCRIM1_f_W152,AIREG_W152,REGCONFG_W152,REGCONFI_W152,CHATAWARE_W152,CHATUSE_W152,CHATHELPFUL_W152,DRIVE1_W152,DRIVE2_a_W152,DRIVE2_b_W152,DRIVE2_c_W152,DRIVE2_d_W152,DRIVE2_e_W152,DRIVE2_f_W152,DRIVE3_W152,DRIVER_W152,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W152
202400007816,13-Aug-2024 17:22:00,13-Aug-2024 17:24:09,3,1,9,2,2,1,4,4,1,3,,,,,,3,3,3,3,3,3,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,3,4,4,4,3,3,2,2,3,2,3,3,1,6,4,2,1,3,4,2,2,2,2,2,2,2,2,1,3,7,2,1,2,1,5,2,,1,4,4,1,6,12,,3,6,3,1,1,2,2,2,3,2,2,1,0.8725008490821302
202400007868,13-Aug-2024 18:44:45,13-Aug-2024 19:05:11,3,2,9,2,1,2,5,1,1,5,,,,,,6,6,6,6,4,2,,,,,,2,4,4,2,4,4,4,3,2,4,4,4,4,3,2,1,1,1,1,1,1,1,1,2,6,5,5,5,5,5,5,5,1,5,5,2,2,,4,1,1,99,2,1,1,3,1,2,2,3,3,3,1,3,2,2,,1,1,1,1,3,1,1,1,2,4,1,1,9,1,2,99,3,2,2,2.2780333183352375
202400007883,14-Aug-2024 13:42:18,14-Aug-2024 13:46:56,1,1,9,2,1,2,1,4,2,4,,,,,,5,4,5,4,5,2,,,,,,3,2,2,2,3,3,1,4,1,3,3,4,2,1,2,1,1,1,1,1,2,1,1,2,5,6,4,5,4,5,5,5,2,3,4,1,1,1,3,1,1,1,1,1,1,1,3,1,1,2,1,1,2,2,3,1,8,1,5,3,1,6,9,,3,6,2,,2,4,1,8,5,1,1,2,0.6835545271508674
202400007908,15-Aug-2024 16:59:03,15-Aug-2024 17:08:11,1,1,9,2,2,3,3,4,2,2,,,,,,3,5,3,2,4,2,,,,,,2,2,3,2,2,1,1,3,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,1,4,3,1,3,3,2,2,3,2,4,4,2,2,,4,1,1,1,2,1,3,2,1,1,3,7,2,1,2,2,4,1,1,4,1,3,4,1,2,2,2,2,1,,1,1,2,2,2,1,1,1,1.1368100482621462
202400007910,15-Aug-2024 11:11:59,15-Aug-2024 11:18:43,1,1,9,1,1,2,3,4,2,4,1,4,4,4,3,,,,,,2,2,3,2,2,2,,,,,,2,2,2,2,3,3,1,2,3,2,1,1,1,1,1,2,1,2,2,2,5,1,4,4,2,1,2,2,4,4,1,1,3,5,1,1,2,2,1,1,2,1,1,2,3,2,3,1,1,5,2,,1,1,1,1,1,2,2,2,5,2,,2,3,1,9,3,1,2,2,1.0006341076972283
202400007951,15-Aug-2024 15:13:48,15-Aug-2024 15:22:07,3,1,9,2,2,2,5,3,2,4,,,,,,3,6,3,6,4,2,,,,,,4,2,3,4,4,4,2,3,3,4,4,1,3,1,2,3,1,1,1,1,1,3,6,2,5,5,1,4,2,2,3,3,2,2,2,3,,,4,1,2,3,3,1,2,4,5,1,3,5,1,3,2,3,2,2,,1,2,2,1,2,1,1,1,4,2,,2,3,1,3,3,2,2,1,0.9746952581654937
202400007954,13-Aug-2024 18:28:52,13-Aug-2024 18:41:02,1,1,9,1,2,3,5,5,3,6,6,6,6,6,6,,,,,,2,4,4,2,4,4,,,,,,4,4,4,2,4,4,4,4,3,3,2,2,2,2,2,1,2,6,6,6,6,5,5,5,5,5,5,3,2,2,2,2,,5,1,1,2,2,1,2,1,3,1,2,3,2,3,2,1,6,2,,4,3,5,4,1,8,,4,4,4,2,2,3,1,6,3,4,1,2,0.4731853920192133
202400007957,13-Aug-2024 15:57:22,13-Aug-2024 16:10:41,1,1,9,1,3,3,5,4,2,6,6,6,6,6,6,,,,,,2,4,4,2,2,2,,,,,,2,4,4,3,3,4,2,4,1,3,1,1,1,1,1,1,1,6,6,6,6,5,5,5,5,5,5,1,3,3,3,,,3,1,1,1,1,1,1,4,1,2,3,6,3,2,2,3,2,2,,1,1,1,1,1,1,2,1,3,1,,1,2,1,1,3,2,2,1,1.3021457804748133
202400007987,13-Aug-2024 17:10:19,13-Aug-2024 17:16:41,1,1,9,1,1,2,3,5,2,5,5,5,5,5,5,,,,,,2,2,1,2,2,2,,,,,,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,5,1,5,5,1,4,2,2,1,4,2,3,4,2,1,3,5,1,1,1,1,1,1,2,1,1,1,2,2,4,2,1,5,2,,1,99,99,1,5,1,1,1,1,3,2,2,4,1,99,4,2,1,99,0.7431728637934354
202400007990,13-Aug-2024 15:27:08,13-Aug-2024 15:36:16,1,1,9,1,2,2,2,4,2,3,2,3,2,3,2,,,,,,2,3,1,2,2,2,,,,,,1,1,2,1,2,2,1,2,2,2,2,2,2,2,3,2,1,3,3,4,3,2,5,5,2,2,2,1,3,3,2,2,,4,1,1,2,1,1,2,3,1,1,4,9,1,3,2,2,3,2,,4,3,5,4,1,2,2,2,4,3,1,1,2,1,4,3,2,2,1,1.2094451550995502
202400008016,13-Aug-2024 15:17:58,13-Aug-2024 15:25:25,1,1,9,1,2,2,4,3,3,3,2,3,3,4,3,,,,,,2,3,3,2,3,2,,,,,,3,3,1,1,1,2,1,1,2,1,2,2,3,2,3,3,3,2,2,4,5,1,2,2,2,2,2,1,4,3,2,2,,4,1,1,1,1,1,1,1,1,1,4,9,1,2,1,2,3,1,1,1,5,3,1,4,2,1,2,4,2,,2,3,1,1,2,2,2,1,1.084012609653432
202400008021,13-Aug-2024 15:53:32,13-Aug-2024 15:59:33,3,1,9,1,1,3,5,3,1,1,1,4,4,2,3,,,,,,3,2,1,2,3,3,,,,,,1,3,4,3,1,4,2,1,2,1,3,2,3,2,3,3,4,3,4,2,3,2,2,2,2,2,2,2,4,3,2,2,,2,2,2,2,2,1,1,4,2,1,3,5,2,3,1,1,6,2,,1,1,1,1,1,2,2,2,2,1,,1,1,1,9,2,2,2,3,1.17495315468911
202400008031,13-Aug-2024 16:49:02,13-Aug-2024 16:56:52,3,1,9,1,2,2,5,3,3,6,1,4,6,2,2,,,,,,4,4,4,4,4,4,,,,,,4,4,4,4,4,4,4,4,3,3,3,2,3,3,3,3,3,6,6,4,4,5,5,5,5,5,5,2,3,3,3,,,5,1,1,1,1,1,1,5,2,1,2,3,2,4,2,3,2,1,1,1,1,3,1,1,1,2,1,6,3,2,2,3,2,99,1,2,2,99,1.6181176576077203
202400008032,13-Aug-2024 14:11:03,13-Aug-2024 14:19:46,1,1,9,2,3,2,5,5,3,6,,,,,,6,6,6,6,6,4,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,5,5,5,5,5,5,5,6,6,6,6,5,5,5,5,5,5,3,6,6,3,,,6,3,3,3,3,3,3,3,1,2,3,5,3,3,1,3,2,2,,1,1,1,1,3,1,1,1,1,1,,1,2,1,2,3,2,2,1,1.1072326986969838
202400008036,13-Aug-2024 15:33:37,13-Aug-2024 15:40:23,3,1,9,1,1,3,5,2,1,2,2,2,5,6,6,,,,,,2,3,2,2,2,3,,,,,,4,3,4,4,4,4,1,3,2,3,1,2,2,2,3,3,2,2,4,2,2,1,3,3,3,1,3,2,4,3,1,1,3,4,1,2,2,2,2,2,3,5,1,1,2,2,2,2,1,5,2,,3,3,5,4,1,12,,3,6,3,1,1,2,3,5,3,1,2,2,0.44206617474320614
202400008056,13-Aug-2024 14:58:52,13-Aug-2024 15:10:50,1,1,9,1,2,2,4,3,2,3,2,4,3,3,2,,,,,,2,4,2,2,2,3,,,,,,2,3,3,2,3,2,2,2,2,2,3,1,2,2,3,2,2,3,4,4,3,2,3,3,3,2,2,2,4,3,2,1,3,4,1,1,2,3,1,2,2,1,1,4,9,2,1,2,2,4,1,1,1,1,3,1,2,2,2,2,4,2,,2,3,2,2,3,1,2,1,1.1527313750316233
202400008070,16-Aug-2024 22:33:20,16-Aug-2024 22:43:41,3,1,9,1,2,2,5,2,2,6,4,2,4,3,3,,,,,,2,4,1,2,2,4,,,,,,2,2,3,4,2,4,4,2,1,2,2,2,1,2,4,1,1,2,2,4,6,4,4,4,4,4,4,2,5,5,2,2,,3,2,3,2,3,2,3,5,1,2,3,6,2,3,2,3,1,2,,1,1,1,1,6,12,,3,6,3,99,9,9,2,1,3,2,2,1,1.0482970295233771
202400008076,13-Aug-2024 23:13:41,13-Aug-2024 23:19:51,1,1,9,2,2,1,5,4,2,3,,,,,,2,5,1,6,1,1,,,,,,1,2,2,2,2,1,3,2,3,2,4,3,1,2,3,3,2,3,3,3,2,4,4,4,2,4,2,3,2,1,1,2,1,4,2,2,2,,3,1,1,1,1,1,1,2,1,1,4,8,2,2,1,3,2,2,,1,4,4,1,1,1,1,1,1,1,,1,1,1,8,2,2,1,2,1.1476781345558364
202400008096,13-Aug-2024 19:47:59,13-Aug-2024 20:10:21,1,1,9,1,1,3,5,4,1,3,1,2,5,4,4,,,,,,3,3,1,2,2,3,,,,,,3,2,2,2,3,2,3,3,2,1,4,2,3,2,1,5,4,1,4,4,2,2,2,2,2,1,2,2,1,1,1,2,,3,1,1,3,2,1,3,4,3,1,4,9,1,1,1,3,1,2,,2,3,5,4,6,12,,3,2,3,1,1,2,3,1,3,2,2,1,3.2420648009308968
202400008114,13-Aug-2024 18:15:01,13-Aug-2024 18:23:46,1,1,9,2,2,2,2,4,2,4,,,,,,6,4,4,6,4,3,,,,,,3,3,3,3,3,2,2,2,4,2,2,2,2,1,2,3,2,3,2,3,2,3,4,2,4,4,5,5,5,5,5,5,2,4,3,3,,,5,1,1,1,1,1,1,3,1,1,1,1,2,3,2,2,4,2,,1,1,1,1,1,2,2,2,5,3,2,2,4,1,6,4,2,1,2,0.9503930001861589
202400008125,13-Aug-2024 16:05:32,13-Aug-2024 16:16:18,3,1,9,2,1,1,2,2,1,3,,,,,,1,4,2,1,1,2,,,,,,2,4,3,3,2,3,1,2,2,4,2,3,1,2,3,2,1,1,3,1,1,1,2,3,2,3,1,3,3,3,3,3,2,4,4,1,1,2,4,3,3,3,3,3,3,2,1,1,3,7,2,2,2,1,6,2,,4,3,5,4,1,6,,4,2,1,,1,2,1,9,3,1,1,2,0.17673911623207256
202400008159,14-Aug-2024 21:23:32,14-Aug-2024 21:31:29,3,1,9,2,2,2,5,3,3,6,,,,,,6,6,6,6,6,4,,,,,,4,4,4,4,4,4,2,4,4,4,4,4,3,3,2,2,2,2,2,3,3,3,2,2,6,6,5,5,5,5,5,5,3,6,6,3,,,3,3,3,3,3,3,3,4,1,1,1,1,3,3,1,3,2,2,,4,2,2,4,1,1,1,1,2,4,1,1,1,2,6,2,3,2,2,3.585380089039507
202400008163,14-Aug-2024 18:18:40,14-Aug-2024 18:35:43,3,2,9,1,2,3,5,3,3,6,3,6,4,6,6,,,,,,2,4,4,4,4,3,,,,,,4,4,4,2,4,2,4,2,1,3,2,2,1,2,1,2,2,6,2,6,6,5,5,5,4,5,5,1,6,4,3,,,5,1,1,1,2,1,1,4,1,1,2,4,2,3,2,2,4,2,,1,1,1,1,6,5,,4,6,3,1,1,2,1,1,3,3,1,1,0.36680404281993256
202400008176,13-Aug-2024 14:16:08,13-Aug-2024 14:22:22,1,1,9,2,1,3,1,4,1,3,,,,,,5,5,4,4,4,2,,,,,,3,2,3,3,3,2,2,2,3,2,4,3,2,1,2,1,1,1,1,3,1,1,1,1,4,4,5,4,4,5,3,3,2,3,4,1,1,4,5,1,1,1,1,1,1,4,1,1,3,5,2,3,1,1,6,2,,1,2,2,1,1,12,,3,4,2,,2,4,1,9,4,1,1,3,0.1571242733856393
202400008187,13-Aug-2024 16:41:38,13-Aug-2024 16:50:14,1,1,9,1,2,3,2,3,2,2,1,2,4,3,2,,,,,,4,4,3,2,4,3,,,,,,3,2,4,2,1,4,2,2,3,2,3,1,1,2,1,1,3,1,2,3,3,5,5,5,5,2,2,2,4,4,2,2,,4,1,2,1,2,1,3,3,1,1,2,3,3,2,1,2,4,2,,1,1,1,1,1,10,,3,6,2,,2,4,1,9,4,1,2,3,0.8684040657797822
202400008190,13-Aug-2024 16:11:24,13-Aug-2024 16:17:28,1,1,9,2,1,2,2,4,2,5,,,,,,5,5,5,4,5,2,,,,,,2,2,2,2,1,1,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,2,2,3,4,5,5,5,5,5,5,2,4,5,2,2,,5,2,1,1,2,1,1,3,1,1,2,3,2,2,1,1,5,2,,1,4,4,1,1,9,,3,6,2,,2,4,1,9,5,1,1,3,0.545228875907133
202400008196,17-Aug-2024 04:07:10,17-Aug-2024 04:28:58,3,1,9,1,1,2,5,2,1,3,6,5,2,4,2,,,,,,2,3,1,2,2,4,,,,,,4,1,3,2,1,2,2,3,3,2,2,1,1,2,2,2,1,3,3,4,4,5,5,5,5,5,5,2,3,3,2,2,,5,1,1,2,1,1,2,2,5,1,1,2,2,4,2,3,2,2,,1,1,1,1,5,2,2,2,2,2,,2,3,1,5,3,3,2,2,1.2735352485150666
202400008219,13-Aug-2024 18:42:57,13-Aug-2024 18:46:51,1,1,9,1,1,2,4,3,2,4,1,1,1,2,3,,,,,,2,3,2,2,2,3,,,,,,2,1,3,3,2,2,1,1,1,2,4,1,1,1,3,1,1,1,1,5,5,3,4,3,3,4,3,1,5,5,2,2,,3,2,1,1,3,1,2,2,1,1,3,7,2,2,1,2,3,2,,1,3,5,1,2,9,,3,3,4,1,1,2,1,9,3,1,2,2,0.23931888382998384
202400008235,14-Aug-2024 01:54:45,14-Aug-2024 02:03:50,1,1,9,2,2,2,3,3,2,4,,,,,,6,4,3,6,5,2,,,,,,3,2,3,3,3,2,2,4,2,2,2,2,2,1,2,3,3,3,2,2,3,2,3,2,4,4,3,3,3,3,3,3,2,4,4,2,2,,3,2,1,1,1,1,1,3,2,1,4,9,1,1,2,2,3,1,1,1,1,3,1,1,2,2,2,4,2,,2,4,1,6,4,1,2,2,0.8026178776374386
202400008241,15-Aug-2024 13:23:09,15-Aug-2024 13:28:42,1,1,9,1,1,2,2,3,2,5,3,5,5,5,5,,,,,,2,3,2,3,2,3,,,,,,3,2,3,1,3,1,2,1,1,2,2,1,1,1,1,1,2,2,2,4,3,5,3,3,3,5,5,2,3,4,1,1,3,2,1,1,1,1,1,1,5,1,1,4,9,1,3,1,1,6,2,,2,3,5,4,1,12,,3,5,3,1,1,2,3,9,4,1,2,3,0.37220179793108976
202400008244,13-Aug-2024 15:01:36,13-Aug-2024 15:08:31,1,1,9,2,2,2,5,3,2,6,,,,,,6,6,6,6,6,4,,,,,,4,4,3,4,4,4,4,2,4,2,2,2,4,3,2,3,1,1,2,3,1,2,6,3,5,4,5,5,5,5,5,5,3,6,6,3,,,3,2,2,1,1,2,2,4,1,2,2,4,3,2,2,2,3,2,,1,1,1,1,3,12,,3,6,1,,1,2,1,8,4,1,2,3,0.9680382108992432
202400008264,13-Aug-2024 18:51:52,13-Aug-2024 19:08:47,3,1,9,2,1,3,5,4,3,2,,,,,,2,6,1,2,2,2,,,,,,4,2,4,3,4,1,4,1,1,1,4,4,1,2,2,3,2,4,3,3,4,3,3,6,2,6,5,5,5,5,5,5,3,1,6,2,2,,5,1,1,2,1,1,1,3,1,1,3,6,1,4,1,2,3,2,,1,2,2,1,3,1,1,1,4,2,,2,4,1,1,4,3,1,2,0.21676455597317276
202400008277,13-Aug-2024 14:05:39,13-Aug-2024 14:29:34,1,1,9,1,1,1,2,4,3,2,6,6,6,6,6,,,,,,3,3,2,3,2,3,,,,,,2,2,2,2,2,2,2,2,3,2,4,1,1,1,1,1,2,3,3,3,3,5,5,5,5,4,4,1,4,4,1,1,1,3,1,1,1,1,1,1,3,1,1,2,4,3,1,2,3,2,2,,1,1,1,1,2,12,,3,6,2,,2,4,1,3,5,1,2,2,1.2758180037911244
202400008301,16-Aug-2024 16:25:19,16-Aug-2024 16:33:50,3,1,9,2,1,3,1,5,2,3,,,,,,1,2,1,5,5,3,,,,,,2,3,2,2,2,2,1,2,1,2,2,1,2,2,1,1,1,1,1,1,5,5,4,1,1,3,1,4,3,4,1,1,2,5,5,1,1,1,5,1,1,1,1,1,1,2,2,1,2,3,2,2,1,1,6,2,,3,1,1,4,6,9,,3,6,3,1,1,2,2,9,4,1,2,2,0.8401724971618059
202400008311,14-Aug-2024 13:49:33,14-Aug-2024 14:13:27,1,1,9,1,1,3,1,1,3,1,3,1,3,5,1,,,,,,2,1,1,2,2,2,,,,,,1,1,2,1,2,2,1,2,1,1,5,1,1,1,1,5,1,2,1,3,3,2,2,1,1,1,1,1,1,1,3,,,5,1,1,2,1,1,1,1,2,2,2,3,3,2,2,2,3,2,,1,1,1,1,1,1,2,1,5,1,,1,1,1,1,2,1,2,1,0.9060629142580707
202400008312,13-Aug-2024 16:20:17,13-Aug-2024 16:29:39,1,1,9,2,1,2,5,3,2,6,,,,,,3,6,6,6,6,2,,,,,,2,3,4,4,3,2,3,4,4,3,2,2,3,1,2,2,2,2,2,2,2,3,2,2,6,6,5,5,5,5,5,5,2,2,2,1,2,,4,1,1,1,1,1,1,3,1,1,3,5,3,4,1,2,3,2,,1,1,1,1,3,1,1,1,2,1,,1,1,1,9,2,2,2,3,0.8628286109685636
202400008319,13-Aug-2024 20:06:03,13-Aug-2024 20:21:29,1,1,9,2,1,3,5,4,3,3,,,,,,1,4,5,2,3,2,,,,,,1,2,3,3,1,1,3,1,2,1,4,2,1,2,2,1,2,2,2,4,4,3,6,3,5,3,5,5,5,5,2,1,1,6,4,1,2,,3,1,3,1,2,1,3,4,6,1,4,9,1,1,1,3,2,1,1,1,5,3,1,6,2,2,2,4,2,,2,3,1,99,3,2,2,99,3.7368105259545326
202400008332,13-Aug-2024 15:22:20,13-Aug-2024 15:29:43,1,1,9,2,2,3,4,3,2,3,,,,,,3,3,3,6,3,3,,,,,,3,2,3,3,1,2,2,2,2,2,2,2,1,3,99,1,1,1,2,3,2,3,4,3,3,4,5,5,5,5,5,5,3,4,4,2,2,,4,1,2,2,2,1,1,4,1,1,3,7,2,2,2,1,5,2,,1,1,1,1,1,1,1,1,2,1,,1,2,1,9,3,2,1,3,0.9387017483441116
202400008378,13-Aug-2024 15:15:01,13-Aug-2024 15:25:27,3,1,9,2,1,3,4,3,3,3,,,,,,4,3,3,4,4,2,,,,,,3,2,3,3,2,3,2,2,3,2,2,3,2,3,2,3,3,3,3,3,3,3,3,6,3,6,2,3,3,3,2,3,2,3,4,2,1,4,3,2,2,2,2,2,2,4,1,1,4,8,2,2,1,1,5,2,,1,1,1,1,1,9,,3,6,3,2,2,4,1,8,4,2,1,2,0.9544621296188722
202400008392,13-Aug-2024 20:07:17,13-Aug-2024 20:17:42,1,1,10,1,1,2,2,3,2,3,3,3,3,3,3,,,,,,2,2,2,2,2,4,,,,,,4,3,3,4,4,4,2,3,1,1,3,1,1,2,3,3,1,2,2,4,4,3,3,3,3,3,3,2,4,4,3,,,4,1,1,1,1,1,2,3,2,1,3,7,3,99,2,1,6,1,1,3,1,3,4,1,1,1,1,3,2,,2,3,3,2,2,2,1,1,0.5487448080953294
202400008399,16-Aug-2024 12:12:04,16-Aug-2024 12:29:11,1,1,9,2,2,2,5,5,3,3,,,,,,4,5,4,5,5,2,,,,,,2,2,4,2,3,4,4,3,1,4,3,3,3,3,2,3,2,1,1,1,5,1,1,3,3,3,5,5,5,5,2,2,2,5,5,2,2,,5,1,1,1,2,1,1,2,6,1,4,8,2,3,1,3,2,2,,1,1,1,1,3,12,,3,6,3,1,1,2,3,1,3,3,2,1,1.577446892931345
202400008406,14-Aug-2024 18:37:26,14-Aug-2024 18:55:05,3,2,9,1,1,2,2,4,2,6,6,6,5,6,5,,,,,,4,3,3,2,2,4,,,,,,1,2,4,4,2,2,2,2,3,2,99,1,2,3,3,2,4,5,4,5,5,5,5,5,5,3,3,2,5,5,3,,,6,2,2,2,2,1,2,3,6,1,2,4,1,4,2,2,3,2,,1,4,4,1,1,1,2,1,6,1,,1,1,1,99,1,4,2,99,1.4313270435766192
202400008414,13-Aug-2024 14:28:59,13-Aug-2024 14:33:12,1,1,9,1,2,2,3,3,2,5,5,5,5,5,5,,,,,,2,3,2,2,2,3,,,,,,1,1,2,1,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,4,5,1,4,4,3,2,3,2,4,4,3,,,5,1,1,1,2,1,1,1,1,1,2,3,2,1,2,2,3,2,,1,1,1,1,1,12,,3,6,3,1,1,1,3,6,2,1,2,2,1.2001055069846946
202400008415,13-Aug-2024 15:25:34,13-Aug-2024 15:31:08,1,1,9,1,1,2,4,4,99,3,4,4,2,2,4,,,,,,2,1,2,2,2,2,,,,,,2,1,2,1,2,2,2,2,1,2,2,1,1,1,2,1,1,1,1,2,4,2,3,4,1,3,3,2,4,4,2,1,3,5,1,1,1,1,1,1,3,1,1,1,2,3,2,2,2,3,1,7,4,5,3,4,1,12,,3,5,4,2,2,3,3,7,3,2,1,2,0.6269741635749783
202400008422,13-Aug-2024 16:05:47,13-Aug-2024 16:12:19,1,1,9,2,2,3,3,4,1,3,,,,,,5,4,2,6,4,2,,,,,,4,2,3,2,4,3,2,2,2,3,2,2,3,3,2,2,3,2,2,3,3,3,3,3,3,4,1,3,3,5,1,3,2,4,4,2,1,3,3,2,2,3,2,2,2,2,1,1,1,1,1,1,2,1,5,2,,1,1,1,1,6,9,,3,6,4,2,2,4,1,6,5,1,2,2,1.0342723725958713
202400008430,15-Aug-2024 17:02:20,15-Aug-2024 17:26:15,3,2,9,1,3,3,5,5,3,5,2,2,6,6,6,,,,,,2,4,4,2,2,2,,,,,,3,4,4,3,4,4,4,4,1,2,2,2,1,1,2,2,1,6,1,6,6,5,5,5,5,4,4,1,4,4,3,,,2,1,1,1,3,1,2,2,1,2,2,3,2,4,2,3,2,2,,1,1,1,1,1,2,1,2,2,2,,2,3,1,3,1,5,2,2,1.2908772826270136
202400008466,13-Aug-2024 14:53:51,13-Aug-2024 15:42:20,1,1,9,1,1,3,2,3,2,2,2,3,4,3,2,,,,,,2,1,1,2,2,3,,,,,,1,2,1,2,1,1,3,2,2,3,4,3,3,3,4,3,3,4,4,2,3,2,3,3,2,2,3,3,3,3,1,2,,3,2,1,2,2,1,2,3,1,1,3,6,2,4,2,1,6,2,,1,1,1,1,1,1,2,1,3,2,,2,4,1,9,4,1,1,3,0.5803025147353118
202400008500,13-Aug-2024 14:39:25,13-Aug-2024 14:47:18,3,1,9,2,2,2,5,4,2,4,,,,,,3,4,2,3,5,3,,,,,,3,2,3,2,3,2,2,2,2,2,2,1,2,1,3,1,1,1,1,2,1,3,3,3,3,4,5,5,5,5,5,4,2,4,5,2,1,4,3,1,1,1,2,1,1,2,1,1,4,9,2,3,1,1,6,2,,1,3,5,1,1,9,,3,6,2,,2,4,1,9,4,2,2,2,0.2907412215263444
202400008501,14-Aug-2024 09:26:47,14-Aug-2024 09:34:57,1,1,9,1,2,3,4,4,2,3,2,2,6,2,6,,,,,,2,2,2,2,2,3,,,,,,4,1,2,4,2,4,3,2,1,2,2,1,3,2,3,2,2,2,4,3,6,2,3,4,3,2,2,2,4,4,1,1,2,2,2,2,2,2,1,2,4,1,1,4,9,1,2,1,1,5,1,1,1,1,3,1,1,1,1,1,2,2,,2,4,1,7,4,1,1,1,0.24492705109703591
202400008503,14-Aug-2024 16:05:19,14-Aug-2024 16:12:07,3,1,9,1,1,2,3,5,2,4,5,5,5,3,5,,,,,,2,3,2,2,4,3,,,,,,2,2,2,2,1,2,4,3,1,2,2,1,1,1,3,3,3,5,3,5,4,5,5,5,5,5,5,2,5,5,1,2,,4,2,1,1,2,1,1,1,2,1,3,5,2,1,2,3,2,2,,1,1,1,1,1,12,,3,6,3,2,2,4,1,5,5,1,1,2,1.0520820520717726
202400008511,13-Aug-2024 15:41:55,13-Aug-2024 15:51:45,3,1,9,2,2,3,4,2,1,2,,,,,,4,4,3,4,5,2,,,,,,3,3,3,2,2,3,2,2,2,2,2,2,3,1,2,4,1,3,1,3,2,2,3,2,5,4,2,3,3,3,1,2,2,4,4,2,2,,3,1,1,1,2,1,2,3,1,1,4,8,1,1,2,2,3,2,,1,1,1,1,6,1,2,1,4,3,2,2,3,3,9,3,1,1,2,0.9927025381874954
202400008530,13-Aug-2024 14:37:03,13-Aug-2024 14:42:03,1,1,9,2,1,2,5,5,2,5,,,,,,5,5,5,4,5,2,,,,,,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,99,5,5,4,4,4,4,4,4,2,5,99,1,2,,5,1,1,1,1,1,1,1,2,1,1,2,3,3,2,2,4,2,,1,1,1,1,3,1,1,1,3,3,99,9,9,1,2,2,2,2,1,1.531572628146066
202400008547,17-Aug-2024 11:28:24,17-Aug-2024 11:47:38,1,1,9,2,2,2,5,5,2,4,,,,,,6,3,5,4,4,2,,,,,,2,2,4,4,3,2,1,4,4,2,2,4,1,1,2,2,1,1,2,3,3,1,6,1,4,6,5,5,5,5,5,5,1,5,5,2,2,,4,1,3,2,3,2,3,4,1,2,2,4,3,2,2,3,2,2,,1,1,1,1,2,12,,3,5,3,1,1,1,1,6,2,2,2,2,1.034160964486002
202400008555,13-Aug-2024 16:03:04,13-Aug-2024 16:09:58,1,1,9,2,2,3,3,4,2,4,,,,,,4,6,3,6,5,3,,,,,,3,2,1,2,1,3,2,2,4,2,2,4,2,1,1,2,1,2,1,1,1,4,4,3,3,5,5,5,5,5,2,3,3,4,5,2,1,3,3,2,2,1,1,1,2,3,1,1,4,9,2,2,2,1,5,2,,4,1,1,4,1,3,2,4,1,2,,2,3,1,9,3,2,1,3,1.1750923003135973
